wikibase_lexeme	wikibase_statement	lila_id	wikidata_lexeme
L87584	L87584-3C5EF186-84BD-40BA-8BC4-A8DD9B22446A	lemma/88495	L257187
L87585	L87585-2CB300D1-E067-4381-B4F9-45BEE20D19FA	lemma/88498	L257191
L87586	L87586-F6FD9A7C-6FBC-4DBC-B82F-D8A0A3AE23CF	lemma/88504	L257197
L87587	L87587-5FDF6898-47D6-4976-A783-9627E09B3F99	lemma/88506	L257200
L87588	L87588-5734625A-B776-424D-926B-BBE35F14BA9C	lemma/91069	L257203
L87589	L87589-93E5F875-9BA4-405A-B4A5-E847C8BBC4F4	hypolemma/1781	L257204
L87592	L87592-50AAF761-E0D1-4619-9628-29A008BEA2E9	lemma/88537	L257220
L87593	L87593-E139DC16-AA66-4F5C-ABB8-40CD4B626ACA	lemma/88538	L257227
L87594	L87594-9F1E9CF2-D449-4629-B29E-E1C6A5E1E5F4	lemma/88536	L257226
L87595	L87595-F0039919-8F4E-4C71-83C3-A79F2EA29E38	lemma/88515	L257236
L87596	L87596-D518215D-54DA-4363-B1DF-2C055B0A3FD1	lemma/88522	L257241
L87597	L87597-3F3C9B16-734C-4522-A8A9-D0AC214F4721	lemma/88525	L257242
L87598	L87598-B7CA4E6F-C22B-4CA9-AD9E-643D85016F63	lemma/88555	L257254
L87599	L87599-F7223D69-665E-41FE-B133-D0163DCDB09D	lemma/29537	L257256
L87600	L87600-C5F8F7DF-3A0F-4B3D-9260-7455BBF49932	lemma/88561	L257261
L87601	L87601-7F982890-CDA2-4D42-A7AF-4C44F41B97B8	lemma/88573	L257271
L87602	L87602-16C7AD54-2B7B-47DF-87F5-CBCCAAC10258	lemma/88578	L257277
L87603	L87603-AB7AACD4-2C38-42B8-AE15-4EA1EA1FB024	lemma/88594	L257298
L87604	L87604-20816555-BBA3-4308-89C2-525CAD1EA5DC	lemma/88596	L257300
L87605	L87605-1FEE1251-9C49-4CD6-BC07-6818D0A51C78	lemma/88613	L257313
L87606	L87606-19A1FA88-4CA5-4388-8315-C8B4CC5A593D	lemma/88614	L257315
L87607	L87607-379DEAC4-4420-47C7-BB72-53098BC8DB3A	lemma/88615	L257317
L87610	L87610-B07C3ACB-EF9A-412A-AC0B-DD8E468ED94A	lemma/88619	L38279
L87611	L87611-37B4A0A3-77AD-4FB2-A2C4-06500F48D107	lemma/88620	L257322
L87613	L87613-B3627677-14FA-4624-9423-3B24F249C1AE	lemma/91039	L38274
L87615	L87615-AC27548B-9D03-4DB0-9DCD-5EC7A4BDAEF0	lemma/89370	L257332
L87618	L87618-B866CA25-1C6A-43C1-B825-0656DF2EAE3C	lemma/88636	L257341
L87619	L87619-77D1349C-EA19-4899-9565-E76819C4A9C8	lemma/88640	L257345
L87621	L87621-3E5BEA7A-0E40-4F45-965D-7D58B6EE808E	lemma/88645	L257353
L87622	L87622-8F36F4BF-1FAD-4CE1-9BAD-8B546F863A6C	lemma/88645	L257353
L87624	L87624-395034B8-74E2-4E3B-AABB-AA74BE52DE66	lemma/88653	L257360
L87625	L87625-8D6EE52D-C97D-4211-ABF6-84E293492491	lemma/88655	L257361
L87627	L87627-FF3FC8D7-4B98-4A56-83F7-8C5C25C4FB9B	lemma/88657	L257367
L87628	L87628-811F8754-00EC-4D2D-AC1B-2362AF0AFC57	lemma/87694	L257381
L87630	L87630-1AFD0CF4-EC6E-4A0C-B443-8ADB4262C870	lemma/89461	L257392
L87632	L87632-2536F436-D12A-45B8-A678-407127DB3358	lemma/91042	L257398
L87633	L87633-7AF27A76-D77F-4D6E-B00B-3D6E038DFDDC	lemma/88674	L257390
L87634	L87634-5E4B5D5E-2599-40CD-84AA-9B0EF9B4CE5B	lemma/88646	L257400
L87635	L87635-FEDC465C-CB48-49EA-8AAF-4D1AC01FB726	lemma/87667	L257402
L87636	L87636-E219A159-1ED4-4B86-9821-284FA7483958	lemma/88684	L19617
L87637	L87637-89ECF966-B435-4D9A-811B-EBB22E2E1248	lemma/88685	L257404
L87639	L87639-A7DAE65B-B9A7-4445-9D7A-BD0FF3707A17	lemma/88686	L257411
L87641	L87641-3A4EFA92-32C0-43CB-B63D-3151D8CC8FE6	lemma/88736	L257412
L87642	L87642-27C3F227-DBD2-458D-8FF8-97F9B8038681	lemma/88687	L257413
L87643	L87643-69595642-4E12-48DA-9CCD-2D60A37D1E08	lemma/88724	L257417
L87644	L87644-C0E1C02A-9C31-4767-90B3-82356001F9DD	lemma/88674	L257390
L87645	L87645-0C2F1377-41ED-430B-B965-9E90B5E4BEDF	lemma/88704	L257507
L87647	L87647-8C6E5239-B5D7-4F51-B1A0-A0EF09950474	lemma/88708	L257513
L87648	L87648-61A39266-4800-4DA7-B169-C3835B76D57B	lemma/88710	L257517
L87649	L87649-B9D1B9DB-3D20-4000-BDC8-E8C54D910066	lemma/88713	L257519
L87651	L87651-602E8469-C5BB-4ADD-93B0-EAE6428CB62A	lemma/88717	L2879
L87652	L87652-3A97F4EE-1B3E-4B85-8F8D-634ECA881FF3	lemma/88723	L257531
L87654	L87654-77FD2713-8D8A-416C-A605-BA56DAABD412	lemma/88725	L257532
L87655	L87655-871FA471-A22E-4D6D-8B64-81A584DAE943	lemma/88725	L257532
L87656	L87656-D1755A8E-4323-4C06-AD6E-5A1D6C257160	lemma/88737	L257545
L87657	L87657-96B123B8-1EAB-461B-9411-B2FFF944A235	lemma/88762	L257568
L87659	L87659-CBD9E451-0E86-4DAA-9571-93B42A1B8F07	lemma/88772	L257575
L87661	L87661-D34EE133-28A5-49E4-8339-D6C40B6B12A1	lemma/88787	L257576
L87662	L87662-E4A844DE-6844-4601-A877-0DD6A7A21A9E	lemma/88779	L257582
L87663	L87663-0227ECD5-89B2-4F51-98F6-65051E5A0E9C	lemma/88781	L257584
L87664	L87664-DF9590C8-70D1-4FE9-86CC-0CCB8CF0BFDC	lemma/88782	L257586
L87666	L87666-AAA0A451-3B76-4F8C-BC3F-1DB0AFA82312	lemma/88785	L257594
L87667	L87667-E67E3ECA-9463-4E3E-8AEA-921AFE8DCED6	lemma/88789	L257598
L87668	L87668-5D393BCF-9BED-431C-A37D-BE1D0BAC5FC2	lemma/88793	L257601
L87669	L87669-3D8305ED-9FE5-4CDC-94B1-FA7765D28A19	lemma/88795	L257602
L87670	L87670-8F904AA3-7E12-40A4-80FB-019619A17068	lemma/88799	L257603
L87671	L87671-F4A4F268-D8BA-419D-86EF-E735D49B98EE	lemma/88816	L257625
L87674	L87674-307AE8B1-F4C4-4B73-BB97-1B09F7EB13BA	lemma/88854	L257647
L87675	L87675-E957A779-2608-4D1E-9419-73D3CE45D37B	lemma/88869	L257657
L87676	L87676-1D24D41C-0147-4874-BD47-2732F05C9D71	lemma/88874	L257660
L87677	L87677-3BD48978-33D3-48B1-AFBE-BB4ED82EAB4E	lemma/88874	L257660
L87678	L87678-E87BE63B-768C-4CD8-B760-F9ED0DEBC2DD	lemma/89804	L257678
L87680	L87680-ADE0467D-7D12-45AA-8A51-CF3ACF5ED7D6	lemma/88935	L257716
L87681	L87681-40970670-7117-4DE2-93D6-7C9C57DEABFA	lemma/88938	L257719
L87682	L87682-F80D08A9-F149-474B-8B42-B22CE37688FD	lemma/88939	L257720
L87684	L87684-22019390-B297-4B4D-B369-34D237188E2E	lemma/88955	L257735
L87685	L87685-A79110E8-C0E7-4C80-B13E-7D06ED7BAF61	lemma/88969	L257746
L87686	L87686-4EF3F517-104F-497B-9B2C-FFD1A5FB30AE	lemma/88977	L257755
L87687	L87687-8680A6F5-492A-4222-9F0E-7A10EBA014F6	lemma/88986	L257761
L87688	L87688-A1396D6C-AA2F-4972-A12E-06BC910988E4	lemma/88996	L257764
L87689	L87689-ABFE31B3-2D5B-424F-AC07-DF88994B4FDF	lemma/89005	L257773
L87690	L87690-20895A83-93D9-4759-990D-58C36C071A31	lemma/89015	L257782
L87691	L87691-6D99FC39-0627-44DA-82F3-628AE5157D4C	lemma/89023	L257793
L87692	L87692-7793BAF5-C626-44DB-BD1E-8EF27314B8FE	lemma/89025	L257795
L87693	L87693-20966F04-0AE1-4A16-BEFE-00CDBCEA2151	lemma/89037	L257810
L87694	L87694-7CC685C7-9E1A-450B-B770-5B0DC248ACC2	lemma/89047	L257820
L87696	L87696-02C558BE-8E48-40CF-AB17-B6836AD21A83	lemma/89054	L257831
L87697	L87697-475EC13C-120B-4108-8064-FDF725F5E5B2	lemma/89059	L257834
L87698	L87698-C88FD8DA-20DC-4387-9C7D-902C3CFF6F98	lemma/89060	L257835
L87699	L87699-BD916E48-4921-432B-94E3-F56C2F14B799	lemma/89062	L257836
L87700	L87700-95EFDAF6-5EF4-4700-8F70-ACAB528B7C5D	lemma/89075	L257850
L87701	L87701-57AF4726-6420-407E-9CD3-2A8978D5519E	lemma/89077	L257852
L87702	L87702-1681F388-51F2-43EA-B240-69FFAA6A13A8	lemma/88974	L257854
L87703	L87703-3A74B578-1CD9-4343-8B03-CA51DB6AA612	lemma/89082	L257857
L87706	L87706-9B22B197-1C90-422A-A25C-99FC92CD2307	lemma/89084	L257863
L87707	L87707-AC4D37CB-251C-41FE-B2D2-66777F546EA8	lemma/89089	L257868
L87708	L87708-BB572C09-9B13-4B67-A6EB-27A4DCD0615B	lemma/89091	L257871
L87709	L87709-20E267FE-6FC7-46DC-A0B5-F16048A31E2E	lemma/89094	L257874
L87710	L87710-0A555E52-9943-4A22-A4A0-07928F31BF0A	lemma/30453	L257879
L87711	L87711-88EAD947-EAB7-4C8A-BC15-B6A3B1E9F000	lemma/30453	L257879
L87722	L87722-3E624CB3-D37B-4460-AC72-41784D33D47C	lemma/89111	L257898
L87725	L87725-8C38D0E1-2EB1-420F-A3B7-CFACA3264638	lemma/89113	L257904
L87726	L87726-04D3B04B-2A16-4409-B3C4-5E265506D645	lemma/89119	L257908
L87728	L87728-6EE49AA9-554E-4123-B581-62BF7EDC7230	lemma/89120	L257914
L87734	L87734-7B372063-C773-4DEC-98F8-088EC72B4B33	lemma/89132	L257940
L87735	L87735-456DAE31-A22F-43CD-AD0B-58E27B261CC7	lemma/89144	L257952
L87737	L87737-6DDD39AE-06D0-4846-9D57-378719E85BB9	lemma/89144	L257952
L87738	L87738-6405A405-3DC2-4443-BE80-828B85985D60	lemma/89146	L1046757
L87739	L87739-43EFF26F-3C3C-4215-92C6-EF2B2A33DE6D	lemma/87825	L257957
L87742	L87742-79BB65C7-1839-4EBA-B485-DD9DD02F3120	lemma/90979	L257974
L87744	L87744-0BA38E3F-F157-48EC-8B42-AD232201DF2E	lemma/89173	L257980
L87746	L87746-61B75DC1-1E10-43D2-93AD-876568F8D961	lemma/89174	L257983
L87747	L87747-18FF519B-8AF5-4CBA-BC27-6A1B62439203	lemma/90980	L257984
L87748	L87748-D7A8D166-94DF-4E98-B9FE-3F54615CF639	lemma/89173	L257980
L87750	L87750-A445B624-0EFD-4D2C-9320-AB960DD6EE19	lemma/89174	L257983
L87751	L87751-52F66321-ACED-4698-B393-82A23AA2A758	lemma/89176	L257986
L87752	L87752-3207A71D-5339-413B-86B9-7656139B3AA2	lemma/89181	L257990
L87755	L87755-2E7D7928-1D6A-4D8C-B6ED-350A67FC4196	lemma/89184	L257992
L87756	L87756-7C415F89-F2BD-46C4-831C-EEE38E1948D4	lemma/89185	L257994
L87757	L87757-9D3652E7-8596-4BF7-8112-EEBBFEA25C1B	lemma/89191	L257997
L87759	L87759-A8B48D7D-54F2-4662-946E-052E419F7415	lemma/89192	L257998
L87762	L87762-56859EB2-81FC-4D1A-9AE9-93C0BC57496D	lemma/89205	L258009
L87763	L87763-A9BFC2F3-E05B-4F58-AC51-DE4E7B6A7F61	lemma/89207	L258010
L87766	L87766-3298A501-6F83-46B8-954C-D118971047E8	lemma/89219	L258027
L87767	L87767-8ED5F00A-2AAD-4B17-80D1-5C4907C80CC3	lemma/89220	L258028
L87768	L87768-2EB82930-42C8-4C52-BA71-848C947A7DA0	lemma/89222	L258030
L87769	L87769-E823E5F7-3612-4EC0-9C31-8AACB2A17352	lemma/90912	L258034
L87770	L87770-2ABB9CC1-1B29-4EA3-8440-D846F568A276	lemma/89229	L1046781
L87771	L87771-F66EFFAC-C4EA-44D7-B6AB-23AF1C1A189F	lemma/89232	L258041
L87773	L87773-48D8BE65-57CF-401D-85F9-C726E3B172AC	lemma/89234	L258044
L87774	L87774-33A9F40E-A6F6-447E-9172-A1B687F7C256	lemma/89237	L258048
L87775	L87775-B3B606F6-C453-43B9-B702-4A4BB28D12D8	lemma/89241	L258051
L87777	L87777-39402782-2479-40CB-8CD6-4806D29B263C	lemma/89243	L258053
L87778	L87778-BC305366-7B07-4E54-8A8B-E1B3A8954AF6	lemma/89285	L258100
L87779	L87779-EF257950-A10C-4482-89CF-748790AB9ACF	lemma/89287	L258101
L87781	L87781-03CD7DA8-C44C-41EE-81AC-9EA45D405C50	lemma/89292	L258113
L87782	L87782-A9053C6A-9DAA-450E-9056-5A7A10932789	lemma/89319	L258154
L87784	L87784-E3657F83-9900-45DA-9CB0-EBC07CC36E9C	lemma/89321	L258157
L87787	L87787-2FE873DB-AB4B-4A0E-84F6-C8EC23244D0E	lemma/89337	L258175
L87789	L87789-D387316A-9BDE-4064-AB02-2FD62D7C1D43	lemma/89349	L258186
L87790	L87790-3762AA75-D7C3-4F52-B6A4-8E89C3A4E63B	lemma/89355	L258193
L87791	L87791-36A4C55D-391B-4A5F-B7F3-3415E16C6C6A	lemma/90141	L258202
L87794	L87794-DBE7ED00-C1B8-447F-A17D-D855A7F684EF	lemma/89366	L1046829
L87796	L87796-4C274A73-E42F-45E8-949F-1B256247859E	hypolemma/2681	L258208
L87797	L87797-68533ECE-261A-4662-990E-FE04A64BF029	lemma/89369	L258209
L87798	L87798-8BECE0B5-F617-4D7D-9388-0FA5E25C36E2	lemma/89371	L258211
L87799	L87799-37D2CA37-6FB3-4C6C-B964-4AFACD9B0161	lemma/90143	L258216
L87800	L87800-0FC5D2E8-F93B-4DBC-8830-3DD87A33EAF4	lemma/89381	L258218
L87801	L87801-7ABA4DBC-6548-45D2-ACE4-098737F4AEFE	lemma/89395	L258226
L87802	L87802-DC39F333-588D-439D-B0F3-F4A1E6E1036A	lemma/89397	L258229
L87803	L87803-A533CC76-39E5-4D66-9892-D78FF08A75DD	lemma/89428	L258238
L87804	L87804-A8DC21D8-BA57-4091-BEBC-71D0FA8A6FAB	hypolemma/2696	L258240
L87805	L87805-E4CE5DF9-9718-4D03-B354-61A49D7BAA3D	lemma/89397	L258229
L87806	L87806-A0499026-1752-43F9-A6B8-710525328E9A	lemma/89406	L258242
L87807	L87807-8FE9FF38-DDE3-48C8-8360-D2C971E10DF6	lemma/89416	L258250
L87809	L87809-48820972-B5FF-4AE4-B0E5-7C35881589ED	lemma/88918	L258278
L87811	L87811-DC14BAA9-D6B9-4265-8C95-3F1C1CB6F779	lemma/89464	L258283
L87812	L87812-990E0592-D318-4A19-AB44-904B0A9C9415	lemma/89505	L258320
L87813	L87813-8B215A88-3C2E-45CA-AD01-5B59C4835876	lemma/89550	L258363
L87814	L87814-BBD7BF5E-5759-4458-91B2-2DB442B65777	hypolemma/113102	L258378
L87816	L87816-4817CD41-E786-4D24-8E44-CF074761348F	lemma/89601	L255807
L87836	L87836-74B63886-8EF6-4E37-B22C-5112B8A110A0	lemma/89598	L258425
L87865	L87865-405A8992-A09F-4DD1-B7F7-69C8E9E1EBA0	lemma/89653	L258500
L87866	L87866-21F13C58-81C3-4810-899E-0D4AA564BFE1	lemma/89657	L258504
L87868	L87868-FDCAD8FF-C26B-4945-8FC4-3124E2D9232D	hypolemma/112890	L258595
L87869	L87869-73C60C9E-84EC-450E-AF60-C2CF909F4A3E	lemma/89681	L258600
L87872	L87872-86BF35EF-E75D-4C2B-9136-52BFDA70ABBB	lemma/89692	L6943
L87873	L87873-33A43225-3A49-4CE5-A9D0-771D393B6DF7	lemma/90901	L1047230
L87874	L87874-38F92029-7BB5-44E0-8FB0-CA2A1A89C179	lemma/88262	L258628
L87875	L87875-E52F167F-2C3F-4A13-96FF-9D3D00CEE83B	lemma/89706	L258635
L87877	L87877-F2FCCC95-AF82-4814-85B0-F9A408A08C22	lemma/89723	L258657
L87878	L87878-4DAB1D34-3733-47FD-B1C7-179593F94F34	lemma/89725	L258661
L87880	L87880-774CA01C-9A46-4320-9EDD-8BBBE51B9B13	lemma/89736	L1046936
L87882	L87882-E2B05F9A-5056-49A7-B3B1-809D5AC29C17	lemma/89754	L258688
L87884	L87884-E6D9D9BF-8DCC-44E6-8C01-9F625B612F15	lemma/89758	L258699
L87886	L87886-EB88E01D-F92B-4C8B-BABC-D70E90C429B9	lemma/89766	L258706
L87887	L87887-384E78FE-556D-4558-B248-FDAF179EC2EF	lemma/89769	L258710
L87888	L87888-49A25597-1A1C-4399-A89B-A1E7A802810E	lemma/89768	L258712
L87889	L87889-EB4B6159-AB2A-41EA-9500-F50DB5F9B466	lemma/91048	L1047303
L87891	L87891-B6F74895-2967-4BCD-A9A1-9A0B9EA8CF4F	lemma/89779	L258722
L87892	L87892-52560769-E24E-491A-80F5-CEECFAD3F442	lemma/89778	L258723
L87894	L87894-7A6AD623-D5AA-406F-86B4-DBAF8CBFFA00	lemma/89785	L258730
L87895	L87895-67336329-2F89-40EE-BBE6-68683841FD8B	lemma/89793	L258738
L87896	L87896-1CD45706-ABE8-4E38-ADA7-14811FB9242E	lemma/89792	L258739
L87897	L87897-B062C7E0-7D41-4D36-AAE8-DB3ADA861CCF	lemma/89794	L258740
L87899	L87899-23997520-0DC5-4240-B4B0-3612550525F9	lemma/89795	L258742
L87900	L87900-436B4C48-2530-4909-B726-6059E0161936	lemma/89797	L258743
L87901	L87901-D301F4BB-D016-4810-8EE3-E643DBBD896C	lemma/88279	L258745
L87903	L87903-6FD3B2C8-0EA8-4711-882F-9B53EADBB91D	lemma/89806	L258756
L87906	L87906-574E2DC8-D2A0-4E55-8121-9F0C8574314D	lemma/89799	L258765
L87910	L87910-9FD146AF-D653-4711-81D7-BFD06ED8C4A2	lemma/89845	L258807
L87913	L87913-B5A7F964-08B1-4E29-B0F1-09849BC42AB6	lemma/89866	L258828
L87914	L87914-A1A2A9C1-9850-4F64-A308-3F0831CCB963	lemma/31707	L258838
L87916	L87916-97FC3116-CAF4-4029-A527-613EB4D094EA	lemma/89880	L258851
L87919	L87919-8CC6A9C6-7B44-456E-80AA-33D33B1EC02C	lemma/89899	L258874
L87920	L87920-507F48F5-D736-4B8B-8886-623AE559A576	hypolemma/3134	L258876
L87921	L87921-E658EF29-CB63-477E-9B75-10DECD6B49AA	lemma/89900	L258878
L87922	L87922-C54BA613-2BC0-4559-A437-2A921D2A1BC0	lemma/89342	L258880
L87923	L87923-13964D51-66D3-4065-931C-5B513A513E8D	lemma/89904	L258883
L87924	L87924-935F2D97-0894-4D19-9C90-00FAD3A00CE6	lemma/89908	L258886
L87925	L87925-A013EDB4-AA81-4153-84CA-3E24EF36F0AD	lemma/89907	L258887
L87930	L87930-2F6F4E29-A766-4C89-9F49-4C0C164CF793	hypolemma/3149	L258905
L87931	L87931-8C8AB220-AD62-4048-8BBF-6A60999593F0	lemma/89912	L258907
L87933	L87933-0A9BC89B-A967-43E8-83A5-9F002675BF33	lemma/89924	L258921
L87934	L87934-F4AD484C-3834-4129-9D00-843D724EC2C2	lemma/89923	L258923
L87936	L87936-E358CC5B-7157-4824-B9E7-0A036CD877EC	lemma/89685	L258928
L87937	L87937-91F51D61-8275-480C-BDD4-3FDB1DA8FC3F	lemma/89933	L258935
L87938	L87938-0ED44248-4486-4B57-BA25-BFBC84F858D5	lemma/89934	L1046985
L87939	L87939-0004F834-16E1-483E-AAD0-3AAFB27A1040	lemma/89935	L258937
L87940	L87940-21FA6077-9FD2-4322-988F-76259F38DBE3	lemma/89944	L258950
L87941	L87941-850F9F22-C888-4C7F-8948-ACDB8D421AAF	lemma/89946	L258952
L87942	L87942-9B36FAA1-24F0-4B60-A728-3203DDD20954	lemma/89947	L258953
L87943	L87943-D85F1E6A-CD80-40BF-9D06-8761574523E1	hypolemma/112891	L258958
L87945	L87945-BAC7A3E9-BE07-4F5A-9A70-4120E88281B6	lemma/89955	L258961
L87946	L87946-E9D4500B-A9F2-4E0E-8BAE-6F0EC5A3EE52	hypolemma/3178	L258964
L87947	L87947-9BDC2819-8BF7-4501-90F8-0527BDA582B4	lemma/89964	L258981
L87949	L87949-6ABA0D21-F877-4600-938C-9F894309D7F8	lemma/89968	L258987
L87950	L87950-4B86CA1A-B983-4C1A-A573-768A86DFAAE2	lemma/89970	L258989
L87951	L87951-2079DBDC-4917-435A-85DC-E97DA2365876	lemma/89973	L258991
L87952	L87952-71793B95-F77E-4711-A9C9-7B6842691021	lemma/89974	L258992
L87953	L87953-682802AE-E857-4C5E-AC1B-9870766EF8A9	lemma/89980	L259002
L87954	L87954-64C557F1-BF6E-4279-9B89-0ABA61722D7E	lemma/89998	L1046996
L87956	L87956-F9010BF6-3CD2-47B7-BEEE-D4C897A4173D	lemma/88609	L259019
L87958	L87958-E72FB7F1-DF2A-489C-B686-2E3C3E7A510F	lemma/90008	L259025
L87959	L87959-52D08E3C-3AA6-4354-A23B-CC8E751A67AD	lemma/90062	L1047015
L87960	L87960-4A598C4C-38E7-4DF0-B856-D3D56ADCABB4	lemma/90009	L259033
L87961	L87961-66060E0E-3699-412C-8968-638EB7FA86D8	lemma/90011	L259035
L87962	L87962-150E3603-7190-498F-9E25-5856CFE59403	lemma/90016	L259038
L87963	L87963-DB13EEEA-17C1-4001-979E-4D00BE8E7EA7	lemma/90022	L259042
L87964	L87964-B39B8524-8A18-4EB8-A0EC-DB4670643CEA	lemma/90025	L259044
L87965	L87965-86A0710A-5E08-4BC0-8FD9-CC9D2174C420	lemma/90027	L259047
L87967	L87967-CFD588B2-2795-4AFF-8AA7-3E330AE46B40	lemma/90034	L259053
L87969	L87969-5927D3D9-F774-48C5-9A95-00D0F98469D0	lemma/90039	L259065
L87970	L87970-0527529F-7AC4-4325-8AB0-53FDB762E8A4	lemma/90045	L259070
L87987	L87987-595A7295-C3D0-40F3-BDDB-E627EB69DAC7	lemma/90089	L39625
L87991	L87991-66BE0105-1EE7-46D8-8431-2149319CA029	lemma/90098	L259141
L87992	L87992-4D3A02F1-40EA-4EF4-8D59-1025BA90B624	lemma/90105	L259146
L87993	L87993-37405435-A3CB-4DBD-98C4-44019B779218	lemma/90111	L259153
L87994	L87994-CA96FE9E-51F9-481D-BDB1-1CE86308BED5	lemma/90114	L259156
L87995	L87995-1BF75488-0FC0-4DFB-9FF5-E87352FB30AC	lemma/90117	L259158
L87997	L87997-E6E1D10D-404A-4B7A-A5B8-845BB9FB5AE8	lemma/90123	L259165
L87998	L87998-0401A952-23E2-4F3B-9D3F-8F7320D0CC4A	lemma/90124	L259166
L88001	L88001-91553451-DFC2-4FF4-9F81-FA567E875DC7	lemma/89002	L1046718
L88002	L88002-FD45A47D-7757-46EB-B0C9-F8BB0718BF16	lemma/90152	L259187
L88007	L88007-890D84B4-4781-449E-9840-8E607FC5DF21	lemma/90145	L259197
L88008	L88008-620058D0-9630-46A3-A7F1-E42BDEBC5DBF	lemma/90149	L259201
L88009	L88009-E7F59946-326D-432D-97EC-FDF1369E3ACC	lemma/90169	L259203
L88010	L88010-D2D08E4C-E4A4-4D60-8904-A085FE85FDFB	lemma/90167	L259204
L88025	L88025-EE718C40-7CD5-439F-81FA-9F078CCF2FF8	lemma/90209	L259252
L88026	L88026-57AA7901-B626-440C-B748-C05F17BCAA9F	lemma/90210	L259254
L88027	L88027-9C60A330-E4A7-4CAD-A37D-6BB2A0EE49B9	lemma/90216	L259259
L88028	L88028-0EA6660C-221C-450A-8F23-B9C36D8527C3	lemma/90217	L259260
L88030	L88030-FD1B4607-273D-4B15-B8AC-B89603A5062D	lemma/90231	L259273
L88031	L88031-8C2D60EC-F5B1-4946-9DAC-AB226877B82F	lemma/90233	L259279
L88032	L88032-B858FF62-8FB9-4EDE-929C-22116BB0C7C1	lemma/90234	L1047058
L88035	L88035-C1F5BD2A-5723-4B23-BF6F-CE82DF08B5DA	lemma/90238	L259286
L88036	L88036-DF1CEFF9-6023-43FC-BA32-26830A5AA7D6	lemma/90240	L259288
L88039	L88039-F20CB265-6D30-4007-9D6D-F961391337E5	lemma/90245	L259293
L88040	L88040-7F3BF000-4311-412A-BBB2-7447ACE42EBC	lemma/90249	L259297
L88041	L88041-6C408138-3C5F-4DD4-9C0A-FE9D484037AC	lemma/90251	L259299
L88042	L88042-4EF9EC9C-7A3C-40AC-B81B-5270A570BED4	lemma/90252	L259300
L88043	L88043-F73FDB54-6D4A-4B00-AEF6-9007DA5211F1	lemma/90253	L259301
L88049	L88049-1F706EE3-D8BF-4BD4-AEE1-9A26089D5FB1	lemma/90272	L259321
L88050	L88050-D8CC6475-979C-4765-8D4D-29500F8DF998	lemma/90273	L259322
L88051	L88051-D2F0CA4A-6D2B-47D1-B643-17B63F87B16D	lemma/90277	L259325
L88052	L88052-09DD54AE-05CB-451C-9AC4-AA3A0D00681A	lemma/90238	L259286
L88067	L88067-A7FC34B1-18AB-4ED4-A696-7DFCAF4CCEE0	lemma/90316	L259359
L88074	L88074-1BF8C259-E93B-48A2-ADA2-B9BF95CA7B58	lemma/90325	L259369
L88081	L88081-2CBFF5A5-65C1-44EE-8771-2FF1AB13DAE2	lemma/90320	L1047081
L88106	L88106-B2A01512-6A38-4AAC-9318-3283707E9B14	lemma/90282	L259445
L88107	L88107-4FD7E982-3F57-4083-87C5-484F78486050	lemma/90386	L256089
L88112	L88112-57BEECF9-A081-474A-9A8F-5F5CB5800BD4	lemma/90280	L259452
L88113	L88113-3F32E135-C107-405A-B54E-0A9C65FB375A	lemma/90397	L259456
L88122	L88122-3D98AF5D-89D7-4EC7-AF06-2EE01838079D	lemma/90452	L259509
L88123	L88123-CBE87F2E-2CEE-4F5C-81C7-B5AE2E3B5DAA	lemma/90456	L259510
L88124	L88124-44E0AD20-EAB2-4494-9958-D74D4A9E9F94	lemma/90457	L259511
L88125	L88125-ED084A77-775A-46C3-B4B8-9A24DCAFF95F	lemma/90464	L259517
L88129	L88129-8D9133CC-5005-4F02-AD9B-5C4E8A491D4B	lemma/90471	L259524
L88130	L88130-E2437079-5752-4836-8E93-FEDC32C5459C	lemma/90472	L259526
L88131	L88131-D39C7956-8296-4BF4-B591-93E892629A01	lemma/90474	L259528
L88132	L88132-BA4F04BB-E6A2-4047-830E-447A72E9078F	lemma/90479	L259533
L88134	L88134-E209B601-86BF-4790-BB8B-3352475372CA	lemma/90487	L259545
L88135	L88135-47364EEB-42AD-467D-AC9E-093F75092363	lemma/90951	L259549
L88136	L88136-54CF24F6-7374-4816-BD34-610965C9A759	lemma/90958	L259562
L88140	L88140-D10C5FC1-1330-4197-A369-ED2624F6FA97	lemma/90494	L259581
L88141	L88141-5377F41B-1152-4C05-91AE-94C3B93E538B	lemma/90497	L259582
L88142	L88142-BF4BA72A-79FF-48CB-891D-ED9576C187A9	lemma/90503	L259587
L88143	L88143-14F72E7F-6CB1-4002-966E-9CF4394DD0C9	lemma/90510	L259594
L88144	L88144-58DBCD1A-2F31-4634-96E8-70DC63D9F00B	lemma/90511	L259595
L88148	L88148-60FE589A-C55B-4F94-B905-1ABC9FAF59C4	lemma/89024	L259605
L88179	L88179-842395A1-3C64-4259-B17D-7E48E819A009	lemma/90539	L256112
L88182	L88182-FA042F1A-E3A7-4395-B44F-3D17E4D45BCB	lemma/90604	L259701
L88183	L88183-B9B150F5-5A29-49EB-AFB7-63CDF0E8952B	lemma/90607	L259704
L88184	L88184-F5C5248C-DBEB-4AE7-AA33-B74A0BD16175	lemma/90610	L259706
L88185	L88185-A948D626-D1DF-4C67-A044-DC321AF7D490	lemma/90611	L259707
