testu_hitza	hitz_egokitua	lemma	mlv_lexeme	aingura	token_zbk	testuingurua-ezker	testu-hitza	eskuin-testuingurua
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2090	... ? Cergatic bien animac aiñ daude elcargana ,	aiñ	estu loturic , ta charidadeaz aiñ daude bat ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2095	... elcargana , aiñ estu loturic , ta charidadeaz	aiñ	daude bat eguinic , non ecin semearen anima ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2655	... eguin diauztan ontasunez , ofenditu dedanean neure Jaungoicoa	aiñ	maiz , ta aiñ itsusqui . Bay , ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2658	... ofenditu dedanean neure Jaungoicoa aiñ maiz , ta	aiñ	itsusqui . Bay , ama santea , negar ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2955	... hizcho bat escatu dizu , ta eranzuten diozu	aiñ	latz ta garratz ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2991	... Andre hori da zeure ama ,	aiñ	ondo aci cinduena , ain gozo bere bularrez ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3457	... , ta beárrenean utseguitea , Christo gure Jauna	aiñ	erraz utzitzea , Virgiña largatzea ain bacar . ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3509	... batzuec utseguitea . Baña oraingo Christoren escuelarrac ,	aiñ	sendo dirala fedean , ain ceruco indarrez , ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3607	... balanzaren beste aldean ifinten badegu , nere iritzian	aiñ	astun izango da , ta aiñ damugarri Virgiñarentzat ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3612	... nere iritzian aiñ astun izango da , ta	aiñ	damugarri Virgiñarentzat , nola esan ditugun dolore guztiac ...
aiñ	ain	haina	https://monumenta.wikibase.cloud/wiki/Lexeme:L1267	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4436	... bezala muquer , gogor , legue bague ta	aiñ	esquer gaistocoac , bai seme eguiazco , amoltsu ...
ajola	ajola			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3591	... Ez nuque nai , iñor	ajola	, ta ardura bague onetan erori litequean ; ...
ajola	ajola			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3713	... erruquiric ezteueenac ? asco ta asco dira emen	ajola	ta ardura bagueac , Virgiña ala icusiaz , ...
ajolacabea	ajolakabea			https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	254	... samiñac , damuac ta doloreac , bestetic gueren	ajolacabea	, ta ardurabaguea , eta cein esquer gaistocoac ...
al	al	hala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1825	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1239	... gauza , eta eztaquit , aingueruac ere jaquingo	al	deuen ceruan ...
al	al	hala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1825	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#13	2260	... . Iñon ere arquitu	al	badedi amaren doloreen iduritara anza deuanic , eztezue ...
al	al	hala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1825	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2422	... ( ibidem ) . Edolaric consolatuco	al	deu bere seme alboan deuanac : ez eta ...
al	al	hala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1825	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2895	... Eguingo	al	digo bada alaco seme batec escari chiqui hori ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1841	... : ta onela beste gañeraco guztiac . Baña	ala	ere ezteue Virgiñaren doloreen anzic , ecer ez ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2437	... Nombait	ala	bearco cenduen ama penatua , ez bestetan , ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3029	... hizcunde oni jarraitu nai gueiago . Etzion gaitzez	ala	hitzeguin semeac amari , ezpada onez ta amodioz ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3390	... , ta aurrenez bere amabi Apostolu santuac ?	ala	da eguia . Non dabiltza bada , edo ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3718	... dira emen ajola ta ardura bagueac , Virgiña	ala	icusiaz , barrez , ta atseguiñez , ta ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4008	... , eztira oec edo- ceiñ moduzco esamesanac .	Ala	dioe ceruan aingueruen artean , ala dioe infernuan ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4013	... esamesanac . Ala dioe ceruan aingueruen artean ,	ala	dioe infernuan deabruen artean , ala dioe lurrean ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4018	... artean , ala dioe infernuan deabruen artean ,	ala	dioe lurrean christau gucien artean . Eta dalaric ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	4067	... ondo dagocala , il dedilla , naibadeu ,	ala	nai dezuela , ta naiz eztanda daguiela , ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4290	... banatuco ez ceruan ta ez lurrean . Biz	ala	, ô doloreen ama , eguiñaz lotsa guera ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4332	... Eztegu mereci zeure seme alaba izatea ; baña	ala	ere nai oi dezu dei zaguitzaten pecatarien ama ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4363	... semea , gueuc záuzcatzigu ain dolorez betea .	ala	gaizqui . Baña etzaude alperric gurutzearen ondoan , ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#2	40	... iñon diran Santuric andienac ceruan diraden arguiaquiñ ?	Ala	da eguia . ...
ala	ala	ala	https://monumenta.wikibase.cloud/wiki/Lexeme:L1824	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	761	... zutela cirudien Eleiza Ama Santaren egun ederra .	Ala	ere , bitartean Espiritu Santua cebillen Eleizari bere ...
alaba	alaba	alaba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1826	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2363	... Eternoa , arren zeuc ere consolatzen eztezu zeure	alaba	maitea ! ez , ez ; berariaz laja ...
alaba	alaba	alaba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1826	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#22	4329	... geu botaco zeugandic . Eztegu mereci zeure seme	alaba	izatea ; baña ala ere nai oi dezu ...
alabaquia	alabakia	alabaki	https://monumenta.wikibase.cloud/wiki/Lexeme:L1836	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	372	... Len amáquia eguindigúc guré hizcúntza , ta orain	alabaquia	, beiñ churí , ta gueró belch : ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	599	... gueure erreguiñari ! ô mocadera , lienzo churi	alaco	negar tantaz beté ta üanditu ciñatenac ! norc ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	977	... Baña pauso ber ber oetatic negar eguiten deue‚	alaco	semeac iltzen zaistenean . Bada , ô Virgiña ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1308	... esan eguidazue arren , iñoiz ere sortu dan	alaco	icusgarriric . Eta doloreen Ama , cer diozu ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2585	... , guizonac , ecusteaz andreric eder preciatuena ,	alaco	miñez auno eguiña . Eguizue , emacumeac , ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2645	... ere negar , naizanean gucien artean aundiena ,	alaco	obligacioz , aimbeste eguin diauztan ontasunez , ofenditu ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#16	2874	... gogorric , escatu eguiozu edolaric , atera zaguitzala	alaco	miñ , damu , dolore aundietatic . Baña ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2898	... Eguingo al digo bada	alaco	seme batec escari chiqui hori . Adi daguigun ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2922	... zeure semea . Oi eta amaren errayac ,	alaco	eranzuera aditu ceueenac ! ô bone Jesu , ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2963	...  	alaco	amodioz , alaco humildadez escatzeac mereci ote deu ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	2965	... alaco amodioz ,	alaco	humildadez escatzeac mereci ote deu tratamentu gogor hori ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3010	... deitzen eztiozu zeure ama ? ausaz lotsa cera	alaco	amagandic jaio izateaz ? Eztaquit , nola dedan ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3655	... Cein da guizona , balecus Christoren ama	alaco	penaz , negar eguingo ez leuqueana ? ez ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#20	3948	... ta ezagutu ceuan , etzeuala erregueac aguindu ,	alaco	guizonari bicia quentzea ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	803	... bici , aiñ aundi , aiñ eraguille ,	alaco	jaquiundearen errañu gozoaquin ; non , eguzquiac ifar-lausoa ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1541	... ¿Cer dute bada begui oyec	alaco	bear-gayac Jaincoari ematen eta aiñ beregandic camporatzen dutenac ...
alaco	alako	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1774	... ; baña amorezco zorabiac ; argatic gogoratu zaizca	alaco	itzac , arteraño munduan aditu etciranac ; ez ...
alacoai	alakoai	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	30	... , edo balanza deritzan izar pilla bat (	alacoai	derizte Signoac Ceruan ) ; hipuynac diote , ...
alacoric	alakorik	halako	https://monumenta.wikibase.cloud/wiki/Lexeme:L1903	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3336	... Eztaquit nic : eztaquiola nai Jaincoari Eleiz onetan	alacoric	izatea ...
alargunac	alargunak	alargun	https://monumenta.wikibase.cloud/wiki/Lexeme:L1924	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2610	... , onela icusteaz amaric onena . Eguizue ,	alargunac	, munduan izandu dan alargunic tristeena icusteaz . ...
alargunic	alargunik	alargun	https://monumenta.wikibase.cloud/wiki/Lexeme:L1924	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2614	... . Eguizue , alargunac , munduan izandu dan	alargunic	tristeena icusteaz . Eguizue , justuac , padecitzen ...
albadegu	albadegu	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#11	1729	... . Billa daguigun	albadegu	beste lecutan ...
albanegui	albanegi	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	496	... , Cinthia , illargui aldagarria ? Oi eta	albanegui	oñazpicotzat ezarri aren oñazpietan ! Non ote zabiltza ...
albaneguio	albanegio	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	515	... eguzqui itsua ? Oi eta zeure argui-errañuetatic epaqui	albaneguio	gueure Ama mindun oni manturic ederrena ! Orrela ...
albaneguiz	albanegiz	alba	https://monumenta.wikibase.cloud/wiki/Lexeme:L1961	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	480	... cerate esquer gaistoco izarrac ? Oi eta atera	albaneguiz	beren lecutic , Señora oni beardanezco coroe bat ...
alboan	alboan	albo	https://monumenta.wikibase.cloud/wiki/Lexeme:L2022	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#6	553	... ? eztaucazu besoetan , eztaramazu escutic , eztezu	alboan	, ez beguien aurrean . Non da zeure ...
alboan	alboan	albo	https://monumenta.wikibase.cloud/wiki/Lexeme:L2022	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#14	2426	... ) . Edolaric consolatuco al deu bere seme	alboan	deuanac : ez eta hori ere , aurqui ...
alcar	alkar	alkar	https://monumenta.wikibase.cloud/wiki/Lexeme:L2416	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#6	353	... nuque nic , lembici artan illuna eta arguia	alcar	itsasiric cituen ...
alcargandic	alkargandik	alkar	https://monumenta.wikibase.cloud/wiki/Lexeme:L2416	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#7	432	... eta gauac ; orduan Jaincoac berac izitutzen ditu	alcargandic	arguia eta illuna . ...
alda	alda	alda	https://monumenta.wikibase.cloud/wiki/Lexeme:L2046	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#18	3465	... utzitzea , Virgiña largatzea ain bacar . Ez	alda	Azcoitico Escuela santa onetan orrelacoric icusico : ezta ...
aldagarria	aldagarria	aldagarri	https://monumenta.wikibase.cloud/wiki/Lexeme:L2065	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#5	493	... eguiteco ! Non cera , Cinthia , illargui	aldagarria	? Oi eta albanegui oñazpicotzat ezarri aren oñazpietan ...
aldaguiquegun	aldagikegun	alda	https://monumenta.wikibase.cloud/wiki/Lexeme:L2046	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#9	1232	... Ezta au lurrean vici gueran artean , jaquin	aldaguiquegun	gauza , eta eztaquit , aingueruac ere jaquingo ...
aldaguiquet	aldagiket	alda	https://monumenta.wikibase.cloud/wiki/Lexeme:L2046	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#21	3976	... , ene christauac , cer juicio zuezaz eguin	aldaguiquet	adiuntza onetan ? Icusten dezue , Virgiña doloreen ...
aldaquizue	aldakizue	aldaki	https://monumenta.wikibase.cloud/wiki/Lexeme:L2091	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#15	2597	... , beste emacume bat onela icusteaz ; bai	aldaquizue	, zeuen gucien honragarria dala . Negar eguizue ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	112	...  	Alde	bata pecatuaz beteric , infernuraño jachia cegoan , ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	308	... icena , ta Virgiñaren doloreac , eta orregatic	alde	eraguiten zaca gaur icenari . Nic esango det ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	325	... , ta icen au da	alde	batetic ezti , gozoa , ta adierazotzen digu ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1501	... , ona emen zeure semea illic , edo	alde	aldean , zeuri obeditzeagatic . Guizonac , burnizcoac ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1895	... , azaletic ere uquitzera ? nola etzoazte beste	alde	batera ? eztira ausaz munduan biotz pecatariac , ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#9	734	... ” Maniqueoac	alde	batetic ; Donatista-c bestetic ; Arianoac emendic ; ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#18	1347	... . Orretaraco ez degu San Agustiñ-en santidade au	alde	guztietatic beguiratu bear : urruti chit eramango ginduque ...
alde	alde	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#19	1796	... noraño eldu zan San Agustiñ-en santutasuna , caridadearen	alde	bacar onetatic ; etzan arren argia onenbesteraño luzatu ...
aldean	aldean	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1114	... diran ama guciena , ur tanta bat itsasoaren	aldean	bezala da , Virgiñac bere semeari cion amodioaren ...
aldean	aldean	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1122	... bezala da , Virgiñac bere semeari cion amodioaren	aldean	 ...
aldean	aldean	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#10	1502	... ona emen zeure semea illic , edo alde	aldean	, zeuri obeditzeagatic . Guizonac , burnizcoac ezpacerate ...
aldean	aldean	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#12	1852	... doloreen anzic , ecer ez bat dirade aen	aldean	. Eztiot guezurric , ezpada santuac esaten deueena ...
aldean	aldean	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#19	3602	... onetan erori litequean ; cergatic hori balanzaren beste	aldean	ifinten badegu , nere iritzian aiñ astun izango ...
aldebatetic	aldebatetik	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	244	... ta artzen deuala bacoitzac bere escuan , pisatzeco	aldebatetic	Virgiñaren miñac , ta samiñac , damuac ta ...
aldera	aldera	aldera	https://monumenta.wikibase.cloud/wiki/Lexeme:L2204	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#4	386	... ta bego : eztagoca besteric gaurco egunari .	Aldera	gaquizquion bada gurutzeari , ta Maria Virgiñari . ...
aldera	aldera	aldera	https://monumenta.wikibase.cloud/wiki/Lexeme:L2204	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#8	1092	... ? Nori ? beste edoceiñ neurtu , ta	aldera	nai daquiquéonari . Amodio gucia , onirizte gucia ...
aldetic	aldetik	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#6	409	... naibadéc , oa , ta egúzquia sortzen dan	aldetic	eracáre nai deaná . Esayóc , beguirá ditzalá ...
aldetic	aldetik	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#3	160	... guizon eguin , ta jarri zan balanzaren beste	aldetic	: eta nola cecartzien Jaincoaren indar guciac , ...
aldetic	aldetik	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3183	... consueloric eman Virgiñari , ez eguiaqui San Juanen	aldetic	, ceiña beti izan baitzan aren seruitzari , ...
aldetic	aldetik	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/Azkoitiko_Sermoia#17	3197	... ta seme leyal bat : baña bai gueure	aldetic	; ceiñac gueure pecataritasunean amatzat daucagula Virgiña , ...
aldetic	aldetik	alde	https://monumenta.wikibase.cloud/wiki/Lexeme:L2163	https://eu.wikisource.org/wiki/San_Agustin_Eguneko_Sermoia#12	858	... bada suertatzen argi-ichasotic camporatu gabe ! Tomistac escui	aldetic	, ezquerretic Escotistac , Jesuitac erditic bideratzen dira ...
aldia	aldia	aldi	https://monumenta.wikibase.cloud/wiki/Lexeme:L2250	https://eu.wikisource.org/wiki/Hiztegi_Hirukoitzeko_hitzaurreko_testuak#2	125	... hiri , ciquiñ , orrí , Becaitz ,	aldia	, eldu , zac ? Eztec , berdiñ ...
